Progress(22) at 2026-03-26 17:04:49: 711,247,031 states generated (5,436,985 s/min), 105,703,513 distinct states found (846,986 ds/min), 51,023,144 states left on queue.
Progress(22) at 2026-03-26 17:05:49: 716,345,945 states generated (5,098,914 s/min), 106,450,902 distinct states found (747,389 ds/min), 51,387,234 states left on queue.
Progress(22) at 2026-03-26 17:06:49: 721,616,667 states generated (5,270,722 s/min), 107,234,983 distinct states found (784,081 ds/min), 51,763,746 states left on queue.
Progress(22) at 2026-03-26 17:07:49: 726,732,676 states generated (5,116,009 s/min), 107,992,435 distinct states found (757,452 ds/min), 52,099,398 states left on queue.
Progress(22) at 2026-03-26 17:08:49: 731,388,366 states generated (4,655,690 s/min), 108,717,702 distinct states found (725,267 ds/min), 52,462,730 states left on queue.
Progress(22) at 2026-03-26 17:09:49: 736,683,528 states generated (5,295,162 s/min), 109,539,910 distinct states found (822,208 ds/min), 52,857,191 states left on queue.
Progress(22) at 2026-03-26 17:10:49: 742,194,769 states generated (5,511,241 s/min), 110,255,006 distinct states found (715,096 ds/min), 53,174,741 states left on queue.
Progress(22) at 2026-03-26 17:11:49: 747,827,293 states generated (5,632,524 s/min), 111,029,727 distinct states found (774,721 ds/min), 53,529,060 states left on queue.
Progress(22) at 2026-03-26 17:12:49: 753,288,777 states generated (5,461,484 s/min), 111,732,383 distinct states found (702,656 ds/min), 53,825,849 states left on queue.
Progress(22) at 2026-03-26 17:13:49: 758,997,477 states generated (5,708,700 s/min), 112,553,913 distinct states found (821,530 ds/min), 54,223,957 states left on queue.
Progress(22) at 2026-03-26 17:14:49: 764,063,390 states generated (5,065,913 s/min), 113,247,436 distinct states found (693,523 ds/min), 54,513,198 states left on queue.
Progress(22) at 2026-03-26 17:15:49: 769,313,780 states generated (5,250,390 s/min), 113,948,829 distinct states found (701,393 ds/min), 54,824,921 states left on queue.
Progress(22) at 2026-03-26 17:16:49: 774,273,252 states generated (4,959,472 s/min), 114,604,210 distinct states found (655,381 ds/min), 55,083,257 states left on queue.
Progress(22) at 2026-03-26 17:17:49: 779,899,312 states generated (5,626,060 s/min), 115,437,130 distinct states found (832,920 ds/min), 55,494,826 states left on queue.
Progress(22) at 2026-03-26 17:18:49: 785,315,025 states generated (5,415,713 s/min), 116,241,742 distinct states found (804,612 ds/min), 55,861,042 states left on queue.
Progress(22) at 2026-03-26 17:19:49: 790,608,792 states generated (5,293,767 s/min), 116,919,708 distinct states found (677,966 ds/min), 56,136,102 states left on queue.
Progress(22) at 2026-03-26 17:20:49: 795,789,113 states generated (5,180,321 s/min), 117,731,173 distinct states found (811,465 ds/min), 56,503,281 states left on queue.
Progress(22) at 2026-03-26 17:21:49: 800,898,859 states generated (5,109,746 s/min), 118,535,084 distinct states found (803,911 ds/min), 56,888,996 states left on queue.
Progress(22) at 2026-03-26 17:22:49: 805,876,142 states generated (4,977,283 s/min), 119,209,356 distinct states found (674,272 ds/min), 57,167,186 states left on queue.
Progress(22) at 2026-03-26 17:23:49: 810,853,012 states generated (4,976,870 s/min), 120,039,740 distinct states found (830,384 ds/min), 57,601,412 states left on queue.
Progress(22) at 2026-03-26 17:24:49: 815,990,579 states generated (5,137,567 s/min), 120,800,582 distinct states found (760,842 ds/min), 57,937,701 states left on queue.
Progress(22) at 2026-03-26 17:25:49: 821,375,508 states generated (5,384,929 s/min), 121,498,755 distinct states found (698,173 ds/min), 58,203,679 states left on queue.
Progress(22) at 2026-03-26 17:26:49: 826,124,216 states generated (4,748,708 s/min), 122,294,485 distinct states found (795,730 ds/min), 58,584,732 states left on queue.
Progress(22) at 2026-03-26 17:27:49: 831,520,788 states generated (5,396,572 s/min), 123,184,280 distinct states found (889,795 ds/min), 59,059,405 states left on queue.
Progress(22) at 2026-03-26 17:28:49: 837,027,485 states generated (5,506,697 s/min), 124,006,274 distinct states found (821,994 ds/min), 59,471,218 states left on queue.
Progress(22) at 2026-03-26 17:29:49: 842,482,237 states generated (5,454,752 s/min), 124,743,832 distinct states found (737,558 ds/min), 59,808,648 states left on queue.
Progress(22) at 2026-03-26 17:30:49: 847,906,928 states generated (5,424,691 s/min), 125,466,808 distinct states found (722,976 ds/min), 60,116,834 states left on queue.
